año,Contrato,Obra,Descripción,Monto Contrato
2023,SIOP-E-FINEDUC-OB-CSS-217-2023,"MEJORAMIENTO DE INFRAESTRUCTURA EN LA ESCUELA PRIMARIA IGNACIO M. ALTAMIRANO CCT 14DPR0753Y, EN EL MUNICIPIO DE CIHUATLÁN, JALISCO.","MEJORAMIENTO DE INFRAESTRUCTURA EN LA ESCUELA PRIMARIA IGNACIO M. ALTAMIRANO CCT 14DPR0753Y, EN EL MUNICIPIO DE CIHUATLÁN, JALISCO.","$11,096,015"
2023,SIOP-E-FINEDUC-OB-CSS-218-2023,"MEJORAMIENTO DE INFRAESTRUCTURA EN LA ESCUELA PRIMARIA MANUEL MARTÍNEZ VALADÉZ CCT 14EPR0294B, EN EL MUNICIPIO DE GUADALAJARA, JALISCO. FRENTE 2.","MEJORAMIENTO DE INFRAESTRUCTURA EN LA ESCUELA PRIMARIA MANUEL MARTÍNEZ VALADÉZ CCT 14EPR0294B, EN EL MUNICIPIO DE GUADALAJARA, JALISCO. FRENTE 2.","$6,034,065"
2023,SIOP-E-FINEDUC-OB-CSS-230-2023,"MEJORAMIENTO DE INFRAESTRUCTURA EN LA ESCUELA PRIMARIA ANTONIO CASO CCT 14DPR2340L, EN EL MUNICIPIO DE GUADALAJARA, JALISCO. FRENTE 2.","MEJORAMIENTO DE INFRAESTRUCTURA EN LA ESCUELA PRIMARIA ANTONIO CASO CCT 14DPR2340L, EN EL MUNICIPIO DE GUADALAJARA, JALISCO. FRENTE 2.","$5,232,123"
2023,SIOP-E-FINEDUC-OB-CSS-239-2023,"MEJORAMIENTO DE INFRAESTRUCTURA EN LA ESCUELA SECUNDARIA FRANCISCO MÁRQUEZ CCT 14DES0124B, EN EL MUNICIPIO DE ATOTONILCO EL ALTO, JALISCO.","MEJORAMIENTO DE INFRAESTRUCTURA EN LA ESCUELA SECUNDARIA FRANCISCO MÁRQUEZ CCT 14DES0124B, EN EL MUNICIPIO DE ATOTONILCO EL ALTO, JALISCO.","$5,010,072"
2023,SIOP-E-FINEDUC-OB-CSS-242-2023,"MEJORAMIENTO DE INFRAESTRUCTURA EN LA ESCUELA SECUNDARIA 16 DE SEPTIEMBRE CCT 14DTV0585R, EN EL MUNICIPIO DE LAGOS DE MORENO, JALISCO.","MEJORAMIENTO DE INFRAESTRUCTURA EN LA ESCUELA SECUNDARIA 16 DE SEPTIEMBRE CCT 14DTV0585R, EN EL MUNICIPIO DE LAGOS DE MORENO, JALISCO.","$7,969,521"
2023,SIOP-E-FINEDUC-OB-CSS-280-2023,"MEJORAMIENTO DE INFRAESTRUCTURA EN LA ESCUELA PRIMARIA ROBERTO QUIROZ GUERRA CCT 14DPR2583H, EN EL MUNICIPIO DE GUADALAJARA, JALISCO. FRENTE 2.","MEJORAMIENTO DE INFRAESTRUCTURA EN LA ESCUELA PRIMARIA ROBERTO QUIROZ GUERRA CCT 14DPR2583H, EN EL MUNICIPIO DE GUADALAJARA, JALISCO. FRENTE 2.","$6,709,851"
2023,SIOP-E-FINEDUC-OB-CSS-297-2023,"MEJORAMIENTO DE INFRAESTRUCTURA EN LA ESCUELA PRIMARIA EMILIANO ZAPATA CCT 14EPR0080A, EN EL MUNICIPIO DE ATENGO, JALISCO.","MEJORAMIENTO DE INFRAESTRUCTURA EN LA ESCUELA PRIMARIA EMILIANO ZAPATA CCT 14EPR0080A, EN EL MUNICIPIO DE ATENGO, JALISCO.","$10,146,440"
2023,SIOP-E-ICAR-OB-CSS-205-2023,"CONSERVACIÓN PERIÓDICA DEL CAMINO CÓDIGO 211, TEOCALTICHE - VILLA HIDALGO, DEL KM. 17+000 AL KM. 26+000, EN LOS MUNICIPIOS DE TEOCALTICHE Y VILLA HIDALGO, JALISCO. FRENTE 1.","CONSERVACIÓN PERIÓDICA DEL CAMINO CÓDIGO 211, TEOCALTICHE - VILLA HIDALGO, DEL KM. 17+000 AL KM. 26+000, EN LOS MUNICIPIOS DE TEOCALTICHE Y VILLA HIDALGO, JALISCO. FRENTE 1.","$8,962,994"
2023,SIOP-E-ICAR-OB-CSS-221-2023,"TRABAJOS DE CONSERVACIÓN RUTINARIA EN LOS CAMINOS DE LA RESIDENCIA DE AUTLÁN DE NAVARRO, JALISCO. FRENTE 1.","TRABAJOS DE CONSERVACIÓN RUTINARIA EN LOS CAMINOS DE LA RESIDENCIA DE AUTLÁN DE NAVARRO, JALISCO. FRENTE 1.","$7,637,231"
2023,SIOP-E-ICAR-OB-CSS-295-2023,"CONSERVACIÓN PERIÓDICA DEL CAMINO CÓDIGO 211, TEOCALTICHE - VILLA HIDALGO, DEL KM. 17+000 AL KM. 26+000, EN LOS MUNICIPIOS DE TEOCALTICHE Y VILLA HIDALGO, JALISCO. FRENTE 2.","CONSERVACIÓN PERIÓDICA DEL CAMINO CÓDIGO 211, TEOCALTICHE - VILLA HIDALGO, DEL KM. 17+000 AL KM. 26+000, EN LOS MUNICIPIOS DE TEOCALTICHE Y VILLA HIDALGO, JALISCO. FRENTE 2.","$6,933,628"
2023,SIOP-E-FINEDUC-OB-CSS-457-2023,"MEJORAMIENTO DE INFRAESTRUCTURA EN LA ESCUELA PRIMARIA EMILIANO ZAPATA CCT 14DPR0475M, EN EL MUNICIPIO DE EL SALTO, JALISCO.","MEJORAMIENTO DE INFRAESTRUCTURA EN LA ESCUELA PRIMARIA EMILIANO ZAPATA CCT 14DPR0475M, EN EL MUNICIPIO DE EL SALTO, JALISCO.","$12,000,000"
2023,SIOP-E-FINEDUC-OB-CSS-498-2023,"MEJORAMIENTO DE INFRAESTRUCTURA EN LA ESCUELA PRIMARIA OCTAVIO CHAVIRA CERVANTES CCT 14EPR1134V, EN EL MUNICIPIO DE TUXCUECA, JALISCO. SEGUNDA ETAPA.","MEJORAMIENTO DE INFRAESTRUCTURA EN LA ESCUELA PRIMARIA OCTAVIO CHAVIRA CERVANTES CCT 14EPR1134V, EN EL MUNICIPIO DE TUXCUECA, JALISCO. SEGUNDA ETAPA.","$6,764,288"
2023,SIOP-E-FINEDUC-OB-CSS-504-2023,"MEJORAMIENTO DE INFRAESTRUCTURA EN LA ESCUELA PREESCOLAR GABRIELA MISTRAL CCT 14EJN0111N, EN EL MUNICIPIO DE TOMATLÁN, JALISCO.","MEJORAMIENTO DE INFRAESTRUCTURA EN LA ESCUELA PREESCOLAR GABRIELA MISTRAL CCT 14EJN0111N, EN EL MUNICIPIO DE TOMATLÁN, JALISCO.","$5,387,052"
2023,SIOP-E-FINEDUC-OB-CSS-507-2023,"MEJORAMIENTO DE INFRAESTRUCTURA EN EL PREESCOLAR VOCES INFANTILES CCT 14DJN1452S, EN EL MUNICIPIO DE CASIMIRO CASTILLO, JALISCO.","MEJORAMIENTO DE INFRAESTRUCTURA EN EL PREESCOLAR VOCES INFANTILES CCT 14DJN1452S, EN EL MUNICIPIO DE CASIMIRO CASTILLO, JALISCO.","$2,520,477"
2023,SIOP-E-FINEDUC-OB-CSS-509-2023,"MEJORAMIENTO DE INFRAESTRUCTURA EN LA ESCUELA PRIMARIA BENITO JUÁREZ CCT 14DPR1359C, EN EL MUNICIPIO DE ZAPOPAN, JALISCO.","MEJORAMIENTO DE INFRAESTRUCTURA EN LA ESCUELA PRIMARIA BENITO JUÁREZ CCT 14DPR1359C, EN EL MUNICIPIO DE ZAPOPAN, JALISCO.","$5,073,399"
2023,SIOP-E-FINEDUC-OB-CSS-510-2023,"MEJORAMIENTO DE INFRAESTRUCTURA EN LA ESCUELA PREESCOLAR JOSÉ VASCONCELOS CCT 14EJN0202E, EN EL MUNICIPIO DE ZAPOPAN, JALISCO.","MEJORAMIENTO DE INFRAESTRUCTURA EN LA ESCUELA PREESCOLAR JOSÉ VASCONCELOS CCT 14EJN0202E, EN EL MUNICIPIO DE ZAPOPAN, JALISCO.","$8,261,229"
2023,SIOP-E-FINEDUC-OB-CSS-515-2023,"MEJORAMIENTO DE INFRAESTRUCTURA EN LA ESCUELA PRIMARIA 5 DE FEBRERO CCT 14DPR1781A, EN EL MUNICIPIO DE TEPATITLÁN DE MORELOS, JALISCO.","MEJORAMIENTO DE INFRAESTRUCTURA EN LA ESCUELA PRIMARIA 5 DE FEBRERO CCT 14DPR1781A, EN EL MUNICIPIO DE TEPATITLÁN DE MORELOS, JALISCO.","$4,422,477"
2023,SIOP-E-FINEDUC-OB-CSS-516-2023,"MEJORAMIENTO DE INFRAESTRUCTURA EN LA ESCUELA SECUNDARIA TÉCNICA 76 CCT 14DST0076A, EN EL MUNICIPIO DE TOLIMÁN, JALISCO.","MEJORAMIENTO DE INFRAESTRUCTURA EN LA ESCUELA SECUNDARIA TÉCNICA 76 CCT 14DST0076A, EN EL MUNICIPIO DE TOLIMÁN, JALISCO.","$5,640,152"
2023,SIOP-E-FINEDUC-OB-CSS-519-2023,"MEJORAMIENTO DE INFRAESTRUCTURA EN EL CAM NO. 71 CCT 14EML0051O, EN EL MUNICIPIO DE CAÑADAS DE OBREGÓN, JALISCO.","MEJORAMIENTO DE INFRAESTRUCTURA EN EL CAM NO. 71 CCT 14EML0051O, EN EL MUNICIPIO DE CAÑADAS DE OBREGÓN, JALISCO.","$7,193,258"
2023,SIOP-E-FINEDUC-OB-CSS-521-2023,"MEJORAMIENTO DE INFRAESTRUCTURA EN LA ESCUELA PRIMARIA URBANA 408 DONATO GUERRA CCT 14EPR0825Z, EN EL MUNICIPIO DE VALLE DE JUÁREZ, JALISCO.","MEJORAMIENTO DE INFRAESTRUCTURA EN LA ESCUELA PRIMARIA URBANA 408 DONATO GUERRA CCT 14EPR0825Z, EN EL MUNICIPIO DE VALLE DE JUÁREZ, JALISCO.","$10,994,294"
2023,SIOP-E-FINEDUC-OB-CSS-528-2023,"MEJORAMIENTO DE INFRAESTRUCTURA EN LA ESCUELA PRIMARIA LA REFORMA CCT 14EPR0691A, EN EL MUNICIPIO DE TALA, JALISCO.","MEJORAMIENTO DE INFRAESTRUCTURA EN LA ESCUELA PRIMARIA LA REFORMA CCT 14EPR0691A, EN EL MUNICIPIO DE TALA, JALISCO.","$3,050,920"
2023,SIOP-E-FINEDUC-OB-CSS-530-2023,"MEJORAMIENTO DE INFRAESTRUCTURA EN LA ESCUELA SECUNDARIA GUILLERMO PRIETO CCT 14DES0102Q, EN EL MUNICIPIO DE ZAPOPAN, JALISCO. FRENTE 1.","MEJORAMIENTO DE INFRAESTRUCTURA EN LA ESCUELA SECUNDARIA GUILLERMO PRIETO CCT 14DES0102Q, EN EL MUNICIPIO DE ZAPOPAN, JALISCO. FRENTE 1.","$11,950,618"
2023,SIOP-E-FINEDUC-OB-CSS-561-2023,"MEJORAMIENTO DE INFRAESTRUCTURA EN LA ESCUELA SECUNDARIA MANUEL LÓPEZ COTILLA CCT 14EES0501M, EN EL MUNICIPIO DE ZAPOPAN, JALISCO. FRENTE 1.","MEJORAMIENTO DE INFRAESTRUCTURA EN LA ESCUELA SECUNDARIA MANUEL LÓPEZ COTILLA CCT 14EES0501M, EN EL MUNICIPIO DE ZAPOPAN, JALISCO. FRENTE 1.","$7,821,624"
2023,SIOP-E-FINEDUC-OB-CSS-580-2023,"MEJORAMIENTO DE INFRAESTRUCTURA EN LA ESCUELA PRIMARIA JOSEFA ORTIZ DE DOMÍNGUEZ, DELEGACIÓN LA ESTANZUELA CCT 14DPR1050O, EN EL MUNICIPIO DE TEUCHITLÁN, JALISCO. FRENTE 2.","MEJORAMIENTO DE INFRAESTRUCTURA EN LA ESCUELA PRIMARIA JOSEFA ORTIZ DE DOMÍNGUEZ, DELEGACIÓN LA ESTANZUELA CCT 14DPR1050O, EN EL MUNICIPIO DE TEUCHITLÁN, JALISCO. FRENTE 2.","$7,923,334"
2023,SIOP-E-FINEDUC-OB-CSS-581-2023,"MEJORAMIENTO DE INFRAESTRUCTURA EN LA ESCUELA PRIMARIA HIJOS DEL EJIDO CCT 14DPR0691B, EN EL MUNICIPIO DE OJUELOS DE JALISCO, JALISCO.","MEJORAMIENTO DE INFRAESTRUCTURA EN LA ESCUELA PRIMARIA HIJOS DEL EJIDO CCT 14DPR0691B, EN EL MUNICIPIO DE OJUELOS DE JALISCO, JALISCO.","$9,281,689"
2023,SIOP-E-FINEDUC-OB-CSS-582-2023,"MEJORAMIENTO DE INFRAESTRUCTURA EN LA ESCUELA PRIMARIA GABRIEL RAMOS MILLÁN CCT 14EPR0018Y, EN EL MUNICIPIO DE AMACUECA, JALISCO.","MEJORAMIENTO DE INFRAESTRUCTURA EN LA ESCUELA PRIMARIA GABRIEL RAMOS MILLÁN CCT 14EPR0018Y, EN EL MUNICIPIO DE AMACUECA, JALISCO.","$11,285,062"
2023,SIOP-E-FINEDUC-OB-CSS-584-2023,"MEJORAMIENTO DE INFRAESTRUCTURA EN LA ESCUELA SECUNDARIA RAMIRO FIERROS CONTRERAS CCT 14DES0038F, EN EL MUNICIPIO DE IXTLAHUACÁN DE LOS MEMBRILLOS, JALISCO. FRENTE 1.","MEJORAMIENTO DE INFRAESTRUCTURA EN LA ESCUELA SECUNDARIA RAMIRO FIERROS CONTRERAS CCT 14DES0038F, EN EL MUNICIPIO DE IXTLAHUACÁN DE LOS MEMBRILLOS, JALISCO. FRENTE 1.","$4,311,427"
2023,SIOP-E-ICAR-OB-CSS-083-2023,"CONSERVACIÓN PERIÓDICA DEL CAMINO CÓDIGO 504, EL LIMÓN - LA CIÉNEGA - SAN MIGUEL, DEL KM. 0+000 AL KM. 9+000, EN EL MUNICIPIO DE EL LIMÓN, JALISCO. FRENTE 2.","CONSERVACIÓN PERIÓDICA DEL CAMINO CÓDIGO 504, EL LIMÓN - LA CIÉNEGA - SAN MIGUEL, DEL KM. 0+000 AL KM. 9+000, EN EL MUNICIPIO DE EL LIMÓN, JALISCO. FRENTE 2.","$8,970,678"
2023,SIOP-E-FINEDUC-OB-CSS-127-2023,"MEJORAMIENTO DE INFRAESTRUCTURA EN LA ESCUELA PRIMARIA ANTONIO CASO CCT 14DPR2340L, EN EL MUNICIPIO DE GUADALAJARA, JALISCO. FRENTE 1.","MEJORAMIENTO DE INFRAESTRUCTURA EN LA ESCUELA PRIMARIA ANTONIO CASO CCT 14DPR2340L, EN EL MUNICIPIO DE GUADALAJARA, JALISCO. FRENTE 1.","$8,657,008"
2023,SIOP-E-ICARCR-OB-CSS-085-2023,"CONSERVACIÓN PERIÓDICA DEL CAMINO CÓDIGO 604, TRAMO EL REFUGIO - SAN MARCOS, DEL KM. 0+000 AL KM. 9+000, EN LOS MUNICIPIOS DE TALA Y TEUCHITLÁN, JALISCO. FRENTE 2.","CONSERVACIÓN PERIÓDICA DEL CAMINO CÓDIGO 604, TRAMO EL REFUGIO - SAN MARCOS, DEL KM. 0+000 AL KM. 9+000, EN LOS MUNICIPIOS DE TALA Y TEUCHITLÁN, JALISCO. FRENTE 2.","$11,350,500"
2023,SIOP-E-ICARCR-OB-CSS-134-2023,"CONSERVACIÓN PERIÓDICA DEL CAMINO CÓDIGO 604, TRAMO EL REFUGIO - SAN MARCOS, DEL KM. 0+000 AL KM. 9+000, EN LOS MUNICIPIOS DE TALA Y TEUCHITLÁN, JALISCO. FRENTE 3.","CONSERVACIÓN PERIÓDICA DEL CAMINO CÓDIGO 604, TRAMO EL REFUGIO - SAN MARCOS, DEL KM. 0+000 AL KM. 9+000, EN LOS MUNICIPIOS DE TALA Y TEUCHITLÁN, JALISCO. FRENTE 3.","$5,145,000"
2023,SIOP-E-SMA-OB-LP-104-2023,"REHABILITACIÓN DE ÁREA QUIRÚRGICA DE LA UNIDAD ESPECIALIZADA EN ATENCIÓN OBSTÉTRICA Y CUIDADOS NEONATALES (UAEON) EN EL MUNICIPIO DE ZAPOTLANEJO, JALISCO.","REHABILITACIÓN DE ÁREA QUIRÚRGICA DE LA UNIDAD ESPECIALIZADA EN ATENCIÓN OBSTÉTRICA Y CUIDADOS NEONATALES (UAEON) EN EL MUNICIPIO DE ZAPOTLANEJO, JALISCO.","$9,898,201"
2023,SIOP-E-ICAR-OB-CSS-092-2023,"CONSERVACIÓN PERIÓDICA DEL CAMINO CÓDIGO 623, LA NORIA - ESTIPAC - ATOTONILCO EL BAJO, DEL KM. 5+000 AL KM. 11+500, EN EL MUNICIPIO DE VILLA CORONA, JALISCO. FRENTE 1.","CONSERVACIÓN PERIÓDICA DEL CAMINO CÓDIGO 623, LA NORIA - ESTIPAC - ATOTONILCO EL BAJO, DEL KM. 5+000 AL KM. 11+500, EN EL MUNICIPIO DE VILLA CORONA, JALISCO. FRENTE 1.","$11,737,890"
2023,SIOP-E-ICAR-OB-CSS-126-2023,"RECONSTRUCCIÓN DE LA CARRETERA ESTATAL CÓDIGO 711 BOLAÑOS - HUEJUQUILLA EL ALTO DEL KM 64+150 AL 70+110, MUNICIPIO DE HUEJUQUILLA EL ALTO, JALISCO. FRENTE 1.","RECONSTRUCCIÓN DE LA CARRETERA ESTATAL CÓDIGO 711 BOLAÑOS - HUEJUQUILLA EL ALTO DEL KM 64+150 AL 70+110, MUNICIPIO DE HUEJUQUILLA EL ALTO, JALISCO. FRENTE 1.","$10,946,188"
2023,SIOP-E-PAV-OB-CSS-130-2023,"CONSTRUCCIÓN DE CAMINO JARDÍN, TRAMOS 0+000 AL 1+380 Y DEL 7+780 AL 19+500 (TENZOMPA - AMOLES) LOCALIDAD DE SANTA CATARINA, EN EL MUNICIPIO DE MEZQUITIC, JALISCO, OCTAVA ETAPA. FRENTE 1.","CONSTRUCCIÓN DE CAMINO JARDÍN, TRAMOS 0+000 AL 1+380 Y DEL 7+780 AL 19+500 (TENZOMPA - AMOLES) LOCALIDAD DE SANTA CATARINA, EN EL MUNICIPIO DE MEZQUITIC, JALISCO, OCTAVA ETAPA. FRENTE 1.","$10,823,455"
2023,SIOP-E-IV-OB-CSS-150-2023,"SUSTITUCIÓN DE LOSAS AISLADAS DE CONCRETO, CONSTRUCCIÓN DE CICLOVÍA Y BANQUETAS EN LA LATERAL PONIENTE DEL KM 14+900 AL KM 17+000 EN EL PERIFÉRICO MANUEL GÓMEZ MORÍN, MUNICIPIO DE ZAPOPAN, JALISCO. SEGUNDA ETAPA.","SUSTITUCIÓN DE LOSAS AISLADAS DE CONCRETO, CONSTRUCCIÓN DE CICLOVÍA Y BANQUETAS EN LA LATERAL PONIENTE DEL KM 14+900 AL KM 17+000 EN EL PERIFÉRICO MANUEL GÓMEZ MORÍN, MUNICIPIO DE ZAPOPAN, JALISCO. SEGUNDA ETAPA.","$11,878,085"
2023,SIOP-E-ICAR-OB-CSS-176-2023,"CONSERVACIÓN PERIÓDICA Y RECONSTRUCCIÓN DEL CAMINO CÓDIGO 463 SAN MARCOS - LOS POZOS, DEL KM. 0+000 AL KM. 5+300, EN EL MUNICIPIO DE ZACOALCO DE TORRES, JALISCO. FRENTE 1.","CONSERVACIÓN PERIÓDICA Y RECONSTRUCCIÓN DEL CAMINO CÓDIGO 463 SAN MARCOS - LOS POZOS, DEL KM. 0+000 AL KM. 5+300, EN EL MUNICIPIO DE ZACOALCO DE TORRES, JALISCO. FRENTE 1.","$9,437,292"
2023,SIOP-E-PAV-OB-CSS-226-2023,"CONSTRUCCIÓN DE CAMINO JARDÍN, TRAMOS 0+000 AL 1+380 Y DEL 7+780 AL 19+500 (TENZOMPA - AMOLES) LOCALIDAD DE SANTA CATARINA, EN EL MUNICIPIO DE MEZQUITIC, JALISCO, OCTAVA ETAPA. FRENTE 2.","CONSTRUCCIÓN DE CAMINO JARDÍN, TRAMOS 0+000 AL 1+380 Y DEL 7+780 AL 19+500 (TENZOMPA - AMOLES) LOCALIDAD DE SANTA CATARINA, EN EL MUNICIPIO DE MEZQUITIC, JALISCO, OCTAVA ETAPA. FRENTE 2.","$11,335,022"
2023,SIOP-E-ICAR-OB-CSS-246-2023,"CONSERVACIÓN PERIÓDICA DEL CAMINO CÓDIGO 639, CRUCERO SANTA MARÍA - SAN MARTÍN HIDALGO - TATEPOSCO, EN EL MUNICIPIO DE COCULA, JALISCO.","CONSERVACIÓN PERIÓDICA DEL CAMINO CÓDIGO 639, CRUCERO SANTA MARÍA - SAN MARTÍN HIDALGO - TATEPOSCO, EN EL MUNICIPIO DE COCULA, JALISCO.","$13,045,633"
2023,SIOP-E-ICAR-OB-CSS-259-2023,"CONSERVACIÓN PERIÓDICA Y RECONSTRUCCIÓN DEL CAMINO CÓDIGO 463 SAN MARCOS - LOS POZOS, DEL KM. 0+000 AL KM. 5+300, EN EL MUNICIPIO DE ZACOALCO DE TORRES, JALISCO. FRENTE 2.","CONSERVACIÓN PERIÓDICA Y RECONSTRUCCIÓN DEL CAMINO CÓDIGO 463 SAN MARCOS - LOS POZOS, DEL KM. 0+000 AL KM. 5+300, EN EL MUNICIPIO DE ZACOALCO DE TORRES, JALISCO. FRENTE 2.","$10,488,395"
2023,SIOP-E-ICAR-OB-CSS-222-2023,"CONSERVACIÓN PERIÓDICA Y OBRA COMPLEMENTARIA PARA LA TERMINACIÓN DE LA MODERNIZACIÓN DEL CAMINO CÓDIGO 234, LIBRAMIENTO DE SAN JUAN DE LOS LAGOS, DEL KM. 0+000 AL KM. 10+200, EN EL MUNICIPIO DE SAN JUAN DE LOS LAGOS, JALISCO. FRENTE 1.","CONSERVACIÓN PERIÓDICA Y OBRA COMPLEMENTARIA PARA LA TERMINACIÓN DE LA MODERNIZACIÓN DEL CAMINO CÓDIGO 234, LIBRAMIENTO DE SAN JUAN DE LOS LAGOS, DEL KM. 0+000 AL KM. 10+200, EN EL MUNICIPIO DE SAN JUAN DE LOS LAGOS, JALISCO. FRENTE 1.","$14,071,459"
2023,SIOP-E-ICAR-OB-CSS-232-2023,"CONSERVACIÓN PERIÓDICA DEL CAMINO CÓDIGO 623, LA NORIA - ESTIPAC - ATOTONILCO EL BAJO, DEL KM. 5+000 AL KM. 11+500, EN EL MUNICIPIO DE VILLA CORONA, JALISCO. FRENTE 2.","CONSERVACIÓN PERIÓDICA DEL CAMINO CÓDIGO 623, LA NORIA - ESTIPAC - ATOTONILCO EL BAJO, DEL KM. 5+000 AL KM. 11+500, EN EL MUNICIPIO DE VILLA CORONA, JALISCO. FRENTE 2.","$8,244,725"
2023,SIOP-E-ICAR-OB-CSS-255-2023,"CONSTRUCCIÓN DE PUENTE VEHÍCULAR SOBRE EL LIBRAMIENTO DE CIUDAD GUZMÁN EN EL KM 2+300, MUNICIPIO DE ZAPOTLÁN EL GRANDE, JALISCO. FRENTE 1.","CONSTRUCCIÓN DE PUENTE VEHÍCULAR SOBRE EL LIBRAMIENTO DE CIUDAD GUZMÁN EN EL KM 2+300, MUNICIPIO DE ZAPOTLÁN EL GRANDE, JALISCO. FRENTE 1.","$5,538,518"
2023,SIOP-E-FINEDUC-OB-CSS-285-2023,"MEJORAMIENTO DE INFRAESTRUCTURA EN LA ESCUELA SECUNDARIA BENITO JUÁREZ CCT 14DTV0347Q, EN EL MUNICIPIO DE TLAJOMULCO DE ZÚÑIGA, JALISCO. FRENTE 3.","MEJORAMIENTO DE INFRAESTRUCTURA EN LA ESCUELA SECUNDARIA BENITO JUÁREZ CCT 14DTV0347Q, EN EL MUNICIPIO DE TLAJOMULCO DE ZÚÑIGA, JALISCO. FRENTE 3.","$4,687,890"
2023,SIOP-E-FINEDUC-OB-CSS-537-2023,"MEJORAMIENTO DE INFRAESTRUCTURA EN LA ESCUELA TELESECUNDARIA COBAEJ EMSAD #12, TELESECUNDARIA DIVISIÓN DEL NORTE, DELEGACIÓN YELAPA CCT 14DTV0201W, EN EL MUNICIPIO DE CABO CORRIENTES, JALISCO.","MEJORAMIENTO DE INFRAESTRUCTURA EN LA ESCUELA TELESECUNDARIA COBAEJ EMSAD #12, TELESECUNDARIA DIVISIÓN DEL NORTE, DELEGACIÓN YELAPA CCT 14DTV0201W, EN EL MUNICIPIO DE CABO CORRIENTES, JALISCO.","$9,682,957"
2023,SIOP-E-FINEDUC-OB-CSS-541-2023,"MEJORAMIENTO DE INFRAESTRUCTURA EN LA ESCUELA SECUNDARIA LUCAS ORTIZ BENÍTEZ CCT 14DTV0034P, EN EL MUNICIPIO DE JESÚS MARÍA, JALISCO.","MEJORAMIENTO DE INFRAESTRUCTURA EN LA ESCUELA SECUNDARIA LUCAS ORTIZ BENÍTEZ CCT 14DTV0034P, EN EL MUNICIPIO DE JESÚS MARÍA, JALISCO.","$9,252,454"
2023,SIOP-E-FINEDUC-OB-CSS-569-2023,"MEJORAMIENTO DE INFRAESTRUCTURA EN LA ESCUELA SECUNDARIA TÉCNICA 128 CCT 14DST0052R, EN EL MUNICIPIO DE ATEMAJAC DE BRIZUELA, JALISCO. FRENTE 2.","MEJORAMIENTO DE INFRAESTRUCTURA EN LA ESCUELA SECUNDARIA TÉCNICA 128 CCT 14DST0052R, EN EL MUNICIPIO DE ATEMAJAC DE BRIZUELA, JALISCO. FRENTE 2.","$7,032,998"
2023,SIOP-E-FINEDUC-OB-CSS-574-2023,"MEJORAMIENTO DE INFRAESTRUCTURA EN LA ESCUELA PRIMARIA JUAN SORIANO CCT 14EPR1306X, EN EL MUNICIPIO DE ZAPOPAN, JALISCO.","MEJORAMIENTO DE INFRAESTRUCTURA EN LA ESCUELA PRIMARIA JUAN SORIANO CCT 14EPR1306X, EN EL MUNICIPIO DE ZAPOPAN, JALISCO.","$4,486,870"
2023,SIOP-E-FINEDUC-OB-CSS-579-2023,"MEJORAMIENTO DE INFRAESTRUCTURA EN EL PREESCOLAR VICENTE GUERRERO CCT 14DJN0793I, EN EL MUNICIPIO DE TAPALPA, JALISCO.","MEJORAMIENTO DE INFRAESTRUCTURA EN EL PREESCOLAR VICENTE GUERRERO CCT 14DJN0793I, EN EL MUNICIPIO DE TAPALPA, JALISCO.","$4,148,294"
2023,SIOP-E-FINEDUC-OB-CSS-589-2023,"MEJORAMIENTO DE INFRAESTRUCTURA EN LA ESCUELA PRIMARIA GREGORIO TORRES QUINTERO CCT 14DPR3603L, EN EL MUNICIPIO DE ENCARNACIÓN DE DÍAZ, JALISCO.","MEJORAMIENTO DE INFRAESTRUCTURA EN LA ESCUELA PRIMARIA GREGORIO TORRES QUINTERO CCT 14DPR3603L, EN EL MUNICIPIO DE ENCARNACIÓN DE DÍAZ, JALISCO.","$13,514,618"
2023,SIOP-E-FINEDUC-OB-CSS-596-2023,"MEJORAMIENTO DE INFRAESTRUCTURA EN LA ESCUELA TELESECUNDARIA, DELEGACIÓN MASCUALA CCT 14DTV0064J, EN EL MUNICIPIO DE IXTLAHUACÁN DEL RÍO, JALISCO.","MEJORAMIENTO DE INFRAESTRUCTURA EN LA ESCUELA TELESECUNDARIA, DELEGACIÓN MASCUALA CCT 14DTV0064J, EN EL MUNICIPIO DE IXTLAHUACÁN DEL RÍO, JALISCO.","$12,472,196"
2023,SIOP-E-FINEDUC-OB-CSS-609-2023,"MEJORAMIENTO DE INFRAESTRUCTURA EN LA ESCUELA SECUNDARIA FORÁNEA 9 CCT 14EES0351W, EN EL MUNICIPIO DE ETZATLÁN, JALISCO. FRENTE 1.","MEJORAMIENTO DE INFRAESTRUCTURA EN LA ESCUELA SECUNDARIA FORÁNEA 9 CCT 14EES0351W, EN EL MUNICIPIO DE ETZATLÁN, JALISCO. FRENTE 1.","$9,480,201"
2023,SIOP-E-FINEDUC-OB-CSS-610-2023,"MEJORAMIENTO DE INFRAESTRUCTURA EN LA ESCUELA SECUNDARIA RAMIRO FIERROS CONTRERAS CCT 14DES0038F, EN EL MUNICIPIO DE IXTLAHUACÁN DE LOS MEMBRILLOS, JALISCO. FRENTE 2.","MEJORAMIENTO DE INFRAESTRUCTURA EN LA ESCUELA SECUNDARIA RAMIRO FIERROS CONTRERAS CCT 14DES0038F, EN EL MUNICIPIO DE IXTLAHUACÁN DE LOS MEMBRILLOS, JALISCO. FRENTE 2.","$6,347,163"
